Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRK13,OUT010,310.19622
NCL17,OUT027,3358.26191
FDY21,OUT035,3260.15628
FDJ38,OUT027,3792.063900000001
FDA37,OUT019,340.75644
FDV43,OUT013,1195.111
FDL36,OUT046,1985.0827000000002
FDD53,OUT045,921.0344299999999
FDZ19,OUT010,342.05475
FDV21,OUT045,2127.16442
NCL54,OUT018,2305.4323699999995
DRI47,OUT027,3217.9445600000004
DRG03,OUT049,2138.7826299999997
FDG21,OUT013,3218.7102299999997
FDW03,OUT018,2321.01209
NCI55,OUT046,2021.4020899999996
DRC36,OUT019,526.8142499999999
FDH22,OUT017,2132.05805
FDV20,OUT045,2493.9203500000003
NCU41,OUT027,4053.6567200000004
FDN46,OUT027,2513.8610599999997
FDK50,OUT045,2651.8814
NCA05,OUT027,3857.4454600000004
DRH01,OUT018,2389.48962
FDT08,OUT018,1885.84521
FDM08,OUT018,2689.3326499999994
FDZ07,OUT035,1876.7237500000003
FDS22,OUT017,1200.87017
FDV35,OUT027,3763.800690000001
FDI28,OUT010,314.35747000000003
FDW58,OUT027,2840.1030600000004
FDT52,OUT045,3820.92633
FDY34,OUT046,2259.82507
FDR10,OUT046,2612.5659100000003
FDK57,OUT017,1895.4660199999998
FDR02,OUT027,3346.11106
FDX49,OUT046,2756.5784499999995
FDQ20,OUT046,1716.2326600000001
DRK23,OUT045,2320.3795800000003
NCW06,OUT046,2548.2496300000003
FDR31,OUT017,2453.33984
NCE43,OUT013,3232.92506
DRO59,OUT027,2750.4198000000006
FDN09,OUT049,3472.0471300000004
FDR11,OUT046,2844.23102
FDO57,OUT013,2826.5207400000004
NCX18,OUT017,3391.1191400000002
FDB05,OUT018,2684.03954
FDQ08,OUT018,1225.63793
NCG43,OUT035,2618.1919199999998
FDJ56,OUT013,1674.12081
FDA13,OUT010,250.74028000000004
FDO56,OUT017,2015.9425299999998
FDB37,OUT018,2294.21364
FDZ02,OUT018,2001.46138
FDQ24,OUT046,2467.4548000000004
FDM16,OUT013,1896.8642
FDU35,OUT049,1938.4434099999994
FDT35,OUT035,3427.00576
NCX30,OUT049,3448.8772899999994
FDG04,OUT017,3053.79157
FDI12,OUT035,1920.66655
FDE35,OUT035,1493.68901
NCP14,OUT027,2739.2676500000007
NCY53,OUT045,1907.8166099999999
FDP49,OUT017,1904.08813
FDQ04,OUT017,1279.06838
FDM39,OUT035,2801.95272
FDO58,OUT019,418.62174999999996
FDC56,OUT017,1554.6097100000002
NCQ54,OUT046,2352.6375900000003
FDV10,OUT027,2018.30612
NCK17,OUT046,1999.1976599999998
NCF55,OUT027,1696.8245900000002
FDV33,OUT013,3294.41169
NCH29,OUT019,391.02433999999994
FDA37,OUT027,3125.33178
FDH46,OUT018,1716.1660800000002
FDS25,OUT035,2318.48205
FDH04,OUT027,3143.00877
FDX52,OUT046,2882.08175
NCD42,OUT017,1049.9666000000002
FDW47,OUT017,2022.5006600000002
FDL25,OUT027,2963.7754099999997
NCJ06,OUT010,303.43835
FDY09,OUT013,2997.5314700000004
FDS40,OUT046,1454.17378
FDH41,OUT017,3323.0743800000005
FDG38,OUT035,2156.09343
FDU03,OUT027,3785.3060300000006
FDV20,OUT046,2071.40367
DRB13,OUT045,1889.57369
NCQ30,OUT013,2053.52694
NCH06,OUT013,3638.2973900000006
FDU50,OUT018,2001.4613799999995
NCO42,OUT019,292.18633000000005
FDW09,OUT018,1423.58027
FDH04,OUT013,1987.0801
FDC21,OUT045,1779.78327
FDL21,OUT049,1461.63074
FDM46,OUT010,356.00326
FDT22,OUT019,375.04514000000006
FDB28,OUT035,2801.95272
FDI12,OUT018,2029.3916899999997
FDA28,OUT045,2660.6366699999994
FDF59,OUT013,1968.5708600000003
FDM45,OUT027,3308.85955
FDQ56,OUT017,1203.23376
FDR46,OUT049,2341.2857
FDT01,OUT013,2405.2025000000003
FDD16,OUT027,2315.05318
NCU30,OUT010,331.73485
FDM40,OUT010,411.33124
FDI56,OUT035,1661.7702199999999
NCS30,OUT013,2233.7257099999997
FDU08,OUT017,1260.19295
FDX51,OUT027,3813.00331
FDA43,OUT045,2564.3287
FDX59,OUT010,221.81127
FDC37,OUT018,1699.98714
FDP58,OUT013,3289.7510900000007
NCY42,OUT035,2671.7888199999998
FDF21,OUT018,2230.23026
FDU10,OUT027,2018.3061200000004
DRL47,OUT018,1955.0218300000001
FDA58,OUT018,2450.1440000000002
FDJ22,OUT049,2780.81357
FDK50,OUT046,2504.83947
FDO38,OUT035,1802.5869200000002
DRF60,OUT035,2439.1583
NCZ42,OUT019,371.74942999999996
FDD35,OUT049,2174.36964
FDL25,OUT045,1993.9711300000004
FDJ16,OUT013,1348.21171
DRK59,OUT049,2505.7383
FDI50,OUT046,2756.57845
NCB19,OUT045,1635.4378299999998
DRI37,OUT035,2048.16725
FDA14,OUT027,3799.3211199999996
FDC08,OUT018,2800.6877000000004
FDS45,OUT046,1838.1073499999998
FDI21,OUT049,1403.1735
DRJ47,OUT035,2420.5491899999997
DRE37,OUT027,3333.5607299999997
FDT55,OUT018,2154.1959
NCG42,OUT027,2956.0854200000003
FDA31,OUT049,2618.99088
NCW42,OUT046,2679.71184
FDF50,OUT017,2632.10714
FDK56,OUT049,2610.86812
FDX10,OUT035,1820.16404
NCK07,OUT027,3055.5892300000005
FDZ49,OUT017,3220.54118
FDR33,OUT013,2004.4907699999999
FDO44,OUT018,1450.2788500000001
FDA20,OUT046,2476.67613
NCL30,OUT045,2056.25672
FDI05,OUT019,241.55223999999998
FDQ12,OUT018,1856.6498800000002
FDH47,OUT017,1957.55187
FDH34,OUT018,2182.7254299999995
FDF29,OUT046,2345.0474700000004
FDG40,OUT018,1517.79097
NCE18,OUT017,4124.03178
FDP21,OUT010,284.69608000000005
FDY50,OUT013,2124.6343800000004
FDB36,OUT049,2506.3042300000006
NCZ29,OUT049,2012.54695
FDU20,OUT018,1778.95102
FDO56,OUT013,2546.71829
FDW31,OUT049,3898.3921600000003
DRH59,OUT013,2193.17849
NCB30,OUT017,3368.64839
FDK43,OUT027,3624.01598
FDW43,OUT045,3434.82891
NCL19,OUT017,1917.0712300000002
FDJ27,OUT046,1903.9216800000002
FDC45,OUT046,2462.4280099999996
FDY40,OUT035,1863.8405200000002
NCM41,OUT035,2088.64789
NCK18,OUT019,317.22041
FDP37,OUT049,2325.4396599999995
FDA27,OUT027,4584.29932
NCX30,OUT035,3612.4643499999997
FDR09,OUT017,3787.0371099999998
FDG08,OUT027,4850.71919
NCU30,OUT013,2678.81301
FDB16,OUT017,1274.1747500000001
FDM16,OUT017,1367.1870099999999
FDC48,OUT013,1873.8941
NCF18,OUT046,2599.91571
FDU46,OUT018,1206.3963100000003
FDH41,OUT018,2672.1550099999995
NCN42,OUT010,388.8272
FDU49,OUT046,2527.8428600000007
FDB20,OUT027,2358.99598
FDG50,OUT019,386.76322000000005
FDW20,OUT045,2011.0489000000002
NCO55,OUT049,2279.49946
FDX48,OUT046,2477.2420599999996
FDU48,OUT046,2405.3023700000003
FDR48,OUT019,276.47344999999996
FDK27,OUT013,2306.6641
FDT35,OUT013,2517.85586
FDN12,OUT049,1688.1359
NCE31,OUT019,295.91481
FDL21,OUT017,1228.2345500000001
FDV56,OUT017,1642.1956999999998
FDR16,OUT017,3582.73638
NCP41,OUT049,1738.23735
FDJ27,OUT013,2245.94314
FDA07,OUT017,2186.18759
FDK55,OUT049,1666.03134
FDM33,OUT049,3168.0095600000004
FDY46,OUT046,2710.23877
FDD36,OUT046,2046.8689400000003
FDB12,OUT027,3600.2136299999997
FDF28,OUT019,255.33430000000007
NCE07,OUT019,292.18633000000005
FDW50,OUT027,4217.909579999999
NCW18,OUT017,3443.6174699999997
NCJ17,OUT019,391.02434000000005
DRZ24,OUT010,341.42224
FDS07,OUT035,1862.8085300000002
NCW05,OUT010,356.36945000000003
FDZ22,OUT018,1682.6763400000004
FDK02,OUT046,2172.1392100000003
FDZ45,OUT027,4487.99135
FDL25,OUT046,1579.7769500000002
FDS08,OUT045,2126.46533
NCZ42,OUT027,5546.18058
FDX57,OUT035,1807.14765
FDF21,OUT046,2931.7171399999997
FDJ56,OUT018,1533.8034600000003
FDX10,OUT013,1732.34502
DRG48,OUT035,2167.179
DRN37,OUT046,2295.14576
NCY41,OUT018,1236.3906000000002
FDN28,OUT045,1325.9074099999998
FDE34,OUT045,2609.936
FDR10,OUT045,2730.84528
FDC32,OUT017,1443.65414
DRG13,OUT046,1608.80583
FDP59,OUT049,1984.0840000000003
NCT53,OUT010,371.05034
FDL57,OUT027,4406.79704
FDN32,OUT010,341.25579
FDK09,OUT018,2659.63797
FDA52,OUT010,362.39494
FDC57,OUT049,3143.64128
FDI09,OUT035,3864.36978
NCB07,OUT046,2708.4078200000004
FDP26,OUT035,2433.89848
FDP40,OUT027,3143.0087700000004
FDL15,OUT013,2642.1274300000005
FDV07,OUT046,1983.28504
FDS03,OUT017,1858.2145099999998
FDE50,OUT049,2253.1670700000004
FDQ15,OUT017,1673.05553
FDQ33,OUT010,383.43422
FDT22,OUT013,1779.1840500000003
DRO35,OUT035,1968.9037599999997
FDJ41,OUT049,3890.46914
FDQ27,OUT035,2162.9178800000004
FDC26,OUT017,1698.1894800000002
NCF43,OUT027,3635.5010300000004
NCR50,OUT035,2722.6892300000004
FDE39,OUT018,1986.1479800000002
FDN49,OUT027,2187.6523499999994
DRG11,OUT035,2169.87549
NCA18,OUT049,2359.39546
FDM36,OUT018,2246.77539
FDW32,OUT017,1469.7202099999997
NCQ18,OUT010,261.0934699999999
FDX14,OUT027,3104.42566
FDD46,OUT017,1922.0980200000001
FDI34,OUT019,278.60400999999996
NCJ17,OUT035,2201.33454
FDB52,OUT035,3002.79129
FDV55,OUT018,1897.1970999999999
FDC57,OUT046,2680.1113200000004
FDB29,OUT046,2270.1782599999997
NCO43,OUT035,2035.0842799999998
FDG44,OUT045,993.30702
FDJ34,OUT045,2025.72979
FDH40,OUT049,1717.9304499999998
NCD07,OUT027,2582.37188
FDB41,OUT017,1205.56406
FDH47,OUT018,1385.3300600000002
DRK37,OUT035,2324.00819
FDM25,OUT019,437.23085999999995
NCX06,OUT045,2950.6591500000004
NCS05,OUT017,2224.7707
FDS39,OUT045,1868.0350600000002
FDC47,OUT027,5819.89096
FDG20,OUT013,2956.58477
DRL23,OUT017,1907.3172599999998
FDY33,OUT013,2922.46252
NCH18,OUT045,3928.885800000001
FDX47,OUT035,2810.3750900000005
NCB06,OUT045,2105.9919800000007
FDP36,OUT049,2506.30423
FDW44,OUT018,1831.11645
NCU41,OUT018,2016.1755600000004
NCS17,OUT046,2038.91263
FDD46,OUT035,2209.1909800000003
FDE45,OUT017,2726.75061
FDI09,OUT017,3662.93199
NCJ54,OUT010,475.28132999999997
NCA29,OUT018,2393.3512600000004
NCN41,OUT027,3213.58357
FDY34,OUT035,2632.7729400000003
NCG55,OUT035,2764.10199
DRM49,OUT046,1325.6743800000002
NCB42,OUT049,2002.5599499999996
FDE58,OUT045,1885.31257
DRJ25,OUT013,2143.74284
FDS47,OUT010,280.66799000000003
FDY21,OUT049,2898.6934600000004
NCI54,OUT013,1724.9213499999998
FDO24,OUT017,2247.27474
FDY43,OUT035,2802.6518100000003
FDF35,OUT018,1319.3825700000002
NCP29,OUT019,391.02434000000005
FDN28,OUT027,3143.0087700000004
FDJ50,OUT018,1887.8093200000003
FDQ14,OUT027,3799.3211200000005
FDC37,OUT035,1794.59732
FDN08,OUT046,2640.6626699999997
FDD04,OUT035,2410.0628399999996
FDW34,OUT018,2500.4451900000004
FDP04,OUT017,887.5779799999998
NCG07,OUT017,3291.848360000001
NCN14,OUT018,2346.8451300000006
FDJ16,OUT045,1156.7942099999998
NCM42,OUT045,1836.70917
NCF19,OUT046,1204.39891
FDY21,OUT018,2377.7049600000005
FDY19,OUT035,2168.37744
FDV09,OUT045,2530.039999999999
FDA28,OUT013,2524.3806999999997
FDC38,OUT018,1748.79028
FDL28,OUT045,3772.72241
NCH43,OUT049,3823.3232099999996
NCN53,OUT045,1352.9055999999998
NCW05,OUT017,2001.6278300000001
NCO30,OUT018,2716.2642599999995
FDT04,OUT019,258.9962
FDB27,OUT018,2559.73468
NCK07,OUT013,2594.8889200000003
NCA53,OUT013,1434.99874
FDB33,OUT018,2151.06664
FDU37,OUT017,1673.3551400000001
FDR13,OUT035,2156.09343
FDE45,OUT049,2936.57748
FDV37,OUT017,2921.46382
FDX44,OUT019,351.17620999999997
NCL06,OUT017,3764.39991
FDJ28,OUT045,3197.5377900000003
FDX55,OUT049,3397.07805
NCK17,OUT018,1122.0394499999998
FDH52,OUT035,1642.4953099999998
FDN13,OUT027,3290.58334
FDK44,OUT018,2254.43209
FDU16,OUT046,2155.4276299999997
FDZ07,OUT017,1205.36432
NCN06,OUT027,4048.996119999999
FDH02,OUT010,182.89526
NCW18,OUT045,3223.17109
FDH57,OUT013,1920.0007500000004
FDV35,OUT045,2139.5815900000002
NCU29,OUT013,1783.7780699999998
NCP02,OUT046,1551.1808400000002
FDN44,OUT013,2552.1445600000006
FDX03,OUT018,2150.7337399999997
FDR11,OUT010,458.46987999999993
FDA36,OUT046,2109.4541399999994
FDP58,OUT027,5300.134190000001
FDH31,OUT045,1620.75694
FDH34,OUT035,2684.13941
FDS13,OUT035,2337.0911600000004
FDT01,OUT018,2013.64552
FDY09,OUT049,2930.81831
FDV33,OUT027,4406.79704
NCW29,OUT010,364.05944
NCN17,OUT045,1820.6633900000002
FDX01,OUT046,2301.70389
FDL03,OUT049,2905.65107
DRL59,OUT049,1898.72844
DRM11,OUT027,4694.5890899999995
FDA43,OUT049,2752.0510099999997
FDZ56,OUT010,386.7299300000001
FDI44,OUT018,1031.6903900000002
FDB50,OUT013,2560.4337699999996
FDU15,OUT019,267.48515
NCJ19,OUT019,260.22792999999996
FDD48,OUT013,1873.8941
NCW42,OUT035,3333.3942799999995
FDL24,OUT017,2601.9464000000003
NCB30,OUT013,3272.7066099999997
FDK25,OUT013,2489.6592299999998
FDW28,OUT049,2347.3111899999994
FDD47,OUT017,2770.66012
FDK16,OUT019,282.89842
FDW37,OUT046,2301.7038900000002
FDA48,OUT035,1976.06111
FDA14,OUT017,2076.76336
FDV15,OUT013,2220.97564
FDN22,OUT049,2832.01359
NCD55,OUT045,1209.7253099999998
FDY43,OUT013,2184.5896700000003
NCU05,OUT017,1377.2405899999999
FDF10,OUT035,2452.7406199999996
FDR39,OUT018,2559.10217
FDG40,OUT013,1342.7188599999997
FDZ28,OUT019,255.80036000000004
FDE02,OUT045,1628.61338
FDU60,OUT049,2506.30423
FDM21,OUT013,3019.66932
FDV52,OUT019,251.87214000000003
NCW06,OUT013,2966.23887
FDX36,OUT035,1920.6665500000004
FDT35,OUT027,3443.75063
NCL19,OUT010,457.37131
NCD31,OUT046,2289.5863299999996
FDE53,OUT019,281.10076
FDW58,OUT019,385.69794
DRF48,OUT046,2327.4370599999997
FDW57,OUT035,2599.48294
DRH13,OUT017,1842.10215
FDT33,OUT013,2257.4947700000002
DRK47,OUT027,4063.4106899999992
FDY22,OUT010,281.56682
FDC35,OUT019,468.02411
FDO03,OUT013,2250.13768
FDF24,OUT045,1336.6933700000002
FDF56,OUT018,2736.3048400000002
FDD28,OUT013,1348.21171
FDG53,OUT027,3450.7748199999996
FDO27,OUT019,390.32525
NCF54,OUT018,2558.0036000000005
FDC20,OUT027,2237.82038
FDU10,OUT046,1231.73
DRA24,OUT018,2466.5892599999997
FDA02,OUT010,323.61208999999997
FDG10,OUT017,1488.49577
FDW39,OUT010,441.45869000000005
FDP04,OUT019,277.57202
NCM55,OUT013,2722.6226500000002
FDG47,OUT045,2787.20525
NCU41,OUT017,2759.6411300000004
NCK31,OUT017,1748.3575099999998
FDZ46,OUT045,1809.87743
FDU13,OUT027,3752.4487999999997
NCF19,OUT045,1187.2212699999998
NCJ43,OUT013,2849.4242600000002
NCJ05,OUT045,2254.79828
FDS04,OUT027,3516.7555999999995
FDX28,OUT010,382.30236
FDB41,OUT027,2711.4705000000004
FDG53,OUT046,2367.5515100000002
FDL15,OUT010,313.9247
FDQ08,OUT049,1697.5236799999998
DRN36,OUT013,2479.3060400000004
FDI46,OUT013,3058.5853300000003
FDG16,OUT027,4361.75567
FDV32,OUT013,1306.03328
FDF44,OUT010,303.37177
FDK04,OUT018,1511.6989
NCA41,OUT013,2349.6747800000003
FDD51,OUT017,1230.4316900000001
NCZ53,OUT045,2562.3978800000004
FDP01,OUT027,3850.8540399999997
FDY25,OUT049,1621.9220899999998
FDB17,OUT018,2521.0517
NCV54,OUT018,1931.85199
FDJ32,OUT017,1000.4976599999998
FDA37,OUT049,2014.91054
FDG35,OUT035,3222.2056800000005
NCM05,OUT018,1999.2642399999997
FDG45,OUT046,2609.53652
FDH28,OUT013,1628.5467999999998
NCE18,OUT049,3794.793680000001
FDH38,OUT045,2120.43984
FDR56,OUT013,3581.3714900000004
FDH17,OUT027,3143.0087700000004
FDD39,OUT049,2726.0182299999997
FDB41,OUT049,2049.29911
NCR53,OUT046,3215.5143899999994
FDX46,OUT017,1182.1944799999999
FDV28,OUT049,1841.00358
FDA08,OUT018,2090.21252
FDH45,OUT017,1142.9455699999999
NCS38,OUT010,229.60112999999996
FDD40,OUT010,396.08442
DRM59,OUT035,2237.62064
NCJ43,OUT018,2434.53099
NCN29,OUT013,1597.5871000000002
NCC19,OUT045,2796.62632
FDR56,OUT035,2624.4171499999998
FDZ43,OUT049,3915.8028299999996
FDJ32,OUT010,321.31507999999997
DRH03,OUT017,1542.15925
NCZ54,OUT035,3226.0007400000004
FDE26,OUT017,2179.89578
FDS03,OUT045,1742.36531
DRZ24,OUT019,324.61079
FDO48,OUT027,3929.0522500000006
FDW39,OUT049,2601.0808599999996
NCK05,OUT049,1545.2219300000002
NCK30,OUT017,3184.2883699999998
FDT27,OUT018,3006.35332
FDS08,OUT019,370.25138000000004
NCJ19,OUT049,1841.63609
FDC58,OUT045,1089.0490599999998
DRE37,OUT013,3191.07953
FDW02,OUT035,2874.35847
FDJ02,OUT010,278.50414
FDX09,OUT045,2430.53619
FDT31,OUT010,341.25579
FDI24,OUT049,1849.6589799999997
FDY09,OUT045,3158.3887499999996
FDV28,OUT045,880.9199799999999
DRM47,OUT049,2461.69563
FDT52,OUT019,345.68336
FDI48,OUT018,1936.7123299999998
FDY55,OUT017,3575.6123199999993
FDU48,OUT013,2158.59018
FDN25,OUT045,1901.35835
FDP20,OUT049,2575.44756
FDJ15,OUT013,2201.06822
FDD04,OUT018,2037.31471
FDY58,OUT045,3820.09408
FDR37,OUT018,2150.5339999999997
FDF44,OUT013,2494.68602
FDD32,OUT045,1548.75067
FDR57,OUT017,2739.90016
DRG39,OUT027,3104.42566
FDX15,OUT017,2504.83947
DRN37,OUT045,2356.69897
FDW40,OUT027,3789.667020000001
FDB32,OUT049,2338.35618
FDM40,OUT018,1970.86787
FDE39,OUT027,3346.11106
DRH49,OUT017,1458.0021299999999
FDT46,OUT049,2023.0000100000002
NCF06,OUT035,3398.9422900000004
FDP07,OUT017,3222.20568
FDC04,OUT013,3077.8935300000003
FDZ32,OUT017,2068.6073100000003
FDD50,OUT045,2300.63861
FDU56,OUT017,2960.5129899999997
FDV34,OUT017,1400.57688
NCY41,OUT013,1444.25336
NCK18,OUT046,2135.65337
DRH25,OUT049,2126.49862
FDT57,OUT046,2686.7693200000003
FDV56,OUT018,1362.2268
FDV12,OUT045,1910.1136199999996
FDN52,OUT017,1522.4182799999999
FDX38,OUT035,2770.42709
FDE47,OUT018,1753.4508799999999
NCO07,OUT013,3677.4131399999997
FDV09,OUT027,3971.8964799999994
FDZ23,OUT019,395.58507
DRH51,OUT018,1806.38198
NCY54,OUT045,2335.36008
DRG49,OUT013,2997.63134
NCC19,OUT049,3218.67694
NCV53,OUT045,3108.6534899999997
FDZ47,OUT019,324.21130999999997
NCO26,OUT018,2042.0751799999998
NCP02,OUT045,1306.7989499999999
NCW30,OUT018,2552.14456
NCN55,OUT046,2374.6755700000003
FDB20,OUT010,321.31507999999997
DRL11,OUT013,2176.40033
DRD60,OUT045,2583.27071
FDW14,OUT010,266.55303000000004
FDL27,OUT010,295.81494
FDU09,OUT018,1521.28642
DRH36,OUT027,2802.3854899999997
FDP34,OUT027,3456.3009599999996
FDE04,OUT017,3089.51174
FDZ57,OUT027,3641.22691
FDF02,OUT010,257.36499000000003
FDG28,OUT045,3772.7224100000008
NCI31,OUT046,1533.83675
FDT43,OUT013,1386.89469
FDU20,OUT046,2105.29289
FDD53,OUT013,1418.55348
FDW15,OUT045,2276.8695500000003
NCT53,OUT045,2143.6762599999993
NCG55,OUT027,2603.2447100000004
FDD48,OUT035,1599.7509500000003
FDG47,OUT049,3679.443830000001
FDI21,OUT017,1719.6948200000002
FDT27,OUT017,3011.38011
DRO35,OUT013,1907.28397
FDD33,OUT017,3222.0059399999996
FDC04,OUT035,3002.79129
FDY34,OUT013,2824.2237299999997
DRJ49,OUT049,2126.49862
FDE05,OUT049,2054.05958
FDU31,OUT017,3343.94721
NCN19,OUT027,3897.2603000000004
FDK56,OUT027,4844.16106
FDK58,OUT017,1749.75569
NCJ42,OUT035,2556.1393600000006
FDZ34,OUT027,5438.2544
FDA52,OUT018,1803.3858799999998
NCR29,OUT013,1106.69276
FDT48,OUT035,1714.435
DRJ51,OUT019,368.88649
NCS54,OUT046,2396.18091
FDV01,OUT035,2240.15068
DRG51,OUT027,4208.05574
NCG42,OUT013,1800.25662
FDA51,OUT049,2080.1922299999997
FDV19,OUT010,333.19961
NCT18,OUT045,3357.59611
NCS41,OUT045,2402.60588
FDO03,OUT046,2224.90386
FDL12,OUT010,249.10907000000003
FDY37,OUT010,256.33299999999997
FDI58,OUT049,1403.1735
FDT28,OUT018,1785.9419200000004
NCC42,OUT010,366.68935
FDO01,OUT017,2251.9020499999997
FDJ02,OUT013,1719.02902
FDQ04,OUT018,1511.6989
DRL47,OUT013,2311.25812
FDZ32,OUT035,2024.3981899999999
FDC35,OUT035,2834.24402
FDX14,OUT045,1427.74152
FDZ35,OUT013,1780.7819699999995
FDL14,OUT013,2158.12412
FDO04,OUT049,1628.0807399999999
DRK11,OUT017,2416.2880699999996
FDB44,OUT018,2683.8398
FDZ50,OUT049,2495.0522100000003
FDI12,OUT027,3600.2136300000006
FDU43,OUT017,3557.1030799999994
FDD58,OUT010,362.02875000000006
FDB27,OUT017,2711.93656
FDB04,OUT018,2001.4613800000002
NCO17,OUT013,1762.87195
FDL12,OUT017,1192.2813500000004
DRJ13,OUT049,2126.49862
FDD57,OUT045,1799.35779
FDW19,OUT035,1939.97475
DRD27,OUT018,2074.20003
FDH27,OUT027,3530.43779
NCW30,OUT027,5596.581639999999
FDR40,OUT018,1443.55427
FDG05,OUT013,2560.8332499999997
NCY41,OUT019,391.02434000000005
FDI38,OUT018,1965.5414700000006
FDR20,OUT046,1981.92015
FDE09,OUT017,1441.8897700000002
FDN50,OUT019,388.52759000000003
DRF27,OUT045,2587.2655099999997
DRF51,OUT013,1747.725
NCO02,OUT019,228.40268999999998
FDB51,OUT027,3104.42566
FDJ50,OUT013,2543.7554800000003
FDN52,OUT013,1716.0994999999998
FDX14,OUT013,1747.725
FDT27,OUT019,443.22306
FDV10,OUT013,1731.54606
FDU33,OUT046,1295.54693
FDU58,OUT046,2280.59803
NCP42,OUT027,4974.09193
FDL51,OUT027,4808.44089
DRH15,OUT027,3104.42566
FDU16,OUT017,1658.9405699999995
FDW15,OUT017,2218.34573
FDQ44,OUT045,2077.6289
NCI06,OUT027,4468.1838
DRK23,OUT019,476.94583
FDC28,OUT035,2057.05568
NCY17,OUT019,391.02433999999994
NCV05,OUT018,1589.3977599999998
FDM34,OUT019,393.4878
DRD60,OUT027,3268.2790400000004
FDT38,OUT046,1765.9346299999997
FDQ57,OUT018,1871.3640599999999
FDE59,OUT027,2874.9244
NCM43,OUT046,2017.3074200000003
DRI51,OUT049,2425.70914
NCG30,OUT017,2388.15802
NCK54,OUT035,2443.35284
FDQ16,OUT019,291.42065999999994
FDI36,OUT013,3017.90495
FDX16,OUT027,3610.267210000001
FDA34,OUT046,3243.54457
FDJ48,OUT018,1757.81187
FDU47,OUT035,2786.80577
FDS39,OUT046,2056.7893599999998
FDD11,OUT046,3217.84469
FDM16,OUT027,2759.54126
FDU56,OUT018,2289.3532999999998
FDQ32,OUT017,2147.03855
DRK35,OUT013,2156.16001
FDA58,OUT049,3200.1677
DRG48,OUT019,400.8116
FDT59,OUT010,641.89778
FDQ31,OUT019,346.98167
FDS51,OUT018,1840.5375199999999
FDW32,OUT027,3287.0878900000002
FDI15,OUT027,4217.9095800000005
NCV30,OUT017,1304.8681299999998
DRG25,OUT049,2126.49862
FDT02,OUT013,1747.725
FDO33,OUT027,3361.89052
FDP38,OUT035,1719.4285
FDZ45,OUT035,3820.5934299999994
NCA54,OUT027,4481.93257
FDU33,OUT017,1359.36386
FDN58,OUT017,4412.22331
FDI05,OUT045,1390.29027
FDM57,OUT019,278.60400999999996
NCS42,OUT027,2458.83269
FDB57,OUT045,3434.82891
FDC03,OUT045,3416.41954
FDZ58,OUT013,2484.73231
NCK29,OUT045,1923.8623899999998
NCR53,OUT045,2546.85145
FDE26,OUT027,3807.4771699999997
FDU52,OUT049,1983.9508400000002
FDE41,OUT027,2759.54126
FDU38,OUT018,2596.22052
FDA52,OUT017,3330.19844
FDW46,OUT046,1221.2103599999998
DRI59,OUT035,2661.26918
FDT38,OUT035,2190.3488399999997
FDL33,OUT018,2305.36579
FDQ01,OUT027,3760.7713000000012
FDJ08,OUT046,2390.5549
FDQ47,OUT049,1607.5075199999997
NCZ18,OUT013,3738.1673899999996
FDE29,OUT017,1039.3803799999998
FDF10,OUT027,3220.97395
FDC48,OUT049,1680.2128800000003
FDY58,OUT013,3230.4948900000004
NCX30,OUT010,469.48886999999996
FDV11,OUT013,2592.5253300000004
FDT46,OUT046,1917.7370300000002
DRD01,OUT019,205.69890999999998
FDQ11,OUT013,2956.61806
NCM41,OUT017,1726.05321
NCC55,OUT013,1361.0616499999999
FDG45,OUT027,5176.628290000001
NCQ54,OUT049,2789.3025199999997
FDM34,OUT045,2332.5637200000006
FDD17,OUT019,313.82483
FDN38,OUT027,3792.063900000001
FDB53,OUT018,1785.94192
NCL06,OUT035,3460.89498
NCV18,OUT019,257.83105000000006
FDX25,OUT013,2666.36255
FDB39,OUT046,1258.86135
FDC33,OUT049,3598.649
NCO14,OUT018,1480.43959
FDA58,OUT027,5891.06498
NCQ02,OUT017,3566.6240200000007
NCR53,OUT017,3619.6217000000006
FDN52,OUT046,1867.8686100000002
FDG26,OUT046,2426.80771
FDE23,OUT027,1849.5258200000003
DRI37,OUT013,2221.0755099999997
DRH37,OUT018,2242.84717
FDO01,OUT035,1989.8764600000002
FDK45,OUT049,1893.2023000000002
FDP23,OUT049,3558.3348100000003
FDM33,OUT035,3927.6540699999996
FDD36,OUT017,1569.8898199999999
FDL56,OUT017,1264.7536799999998
FDT27,OUT010,465.6605200000001
FDG52,OUT017,841.53791
NCL42,OUT035,3278.1994600000007
DRJ24,OUT046,2281.6966
FDV38,OUT046,1656.6768499999998
FDT35,OUT045,2725.4855900000002
FDY51,OUT045,2698.4873999999995
FDC37,OUT017,1396.8484
NCP43,OUT013,2598.6174
FDO33,OUT045,1935.6137599999997
FDW04,OUT018,1820.6300999999999
NCC31,OUT046,1958.3175399999996
FDK22,OUT049,3133.8207300000004
FDJ50,OUT017,1583.4055600000002
FDV13,OUT017,1902.25718
DRL60,OUT017,2137.05155
FDW03,OUT017,2206.49449
FDY27,OUT035,2801.95272
FDB39,OUT027,3104.42566
FDU59,OUT045,1988.3784099999998
FDZ57,OUT049,1918.8355999999999
FDO21,OUT049,3328.73368
